Fecha,URL,Equipo_Local,Equipo_Visitante,Resultado,0_-_1Gol_Local,0_-_1Gol_Visitante,Sustitución_-_Entra_Local,Sustitución_-_Entra_Visitante,0_-_2Gol_Local,0_-_2Gol_Visitante,0_-_4Gol_Local,0_-_4Gol_Visitante,Anuncio_Local,Anuncio_Visitante,checkbox_label_label_Local,checkbox_label_label_Visitante,Goles_esperados_(xG)_Local,Goles_esperados_(xG)_Visitante,Posesión_Local,Posesión_Visitante,Remates_totales_Local,Remates_totales_Visitante,Remates_a_puerta_Local,Remates_a_puerta_Visitante,Grandes_ocasiones_Local,Grandes_ocasiones_Visitante,Córneres_Local,Córneres_Visitante,Pases_Local,Pases_Visitante,Tarjetas_amarillas_Local,Tarjetas_amarillas_Visitante,xG_a_puerta_(xGOT)_Local,xG_a_puerta_(xGOT)_Visitante,Remates_fuera_Local,Remates_fuera_Visitante,Remates_rechazados_Local,Remates_rechazados_Visitante,Remates_dentro_del_área_Local,Remates_dentro_del_área_Visitante,Remates_fuera_del_área_Local,Remates_fuera_del_área_Visitante,Al_palo_Local,Al_palo_Visitante,Goles_de_cabeza_Local,Goles_de_cabeza_Visitante,Toques_en_el_área_rival_Local,Toques_en_el_área_rival_Visitante,Fueras_de_juego_Local,Fueras_de_juego_Visitante,Tiros_libres_Local,Tiros_libres_Visitante,Pases_largos_Local,Pases_largos_Visitante,Pases_en_el_tercio_final_Local,Pases_en_el_tercio_final_Visitante,Centros_Local,Centros_Visitante,Asistencias_esperadas_(xA)_Local,Asistencias_esperadas_(xA)_Visitante,Saques_de_banda_Local,Saques_de_banda_Visitante,Faltas_Local,Faltas_Visitante,Entradas_Local,Entradas_Visitante,Duelos_ganados_Local,Duelos_ganados_Visitante,Despejes_Local,Despejes_Visitante,Intercepciones_Local,Intercepciones_Visitante,Errores_conducentes_a_remate_Local,Errores_conducentes_a_remate_Visitante,Errores_conducentes_a_gol_Local,Errores_conducentes_a_gol_Visitante,Paradas_Local,Paradas_Visitante,xGOT_enfrentados_Local,xGOT_enfrentados_Visitante,Goles_evitados_Local,Goles_evitados_Visitante,2Córneres3_Local,2Córneres3_Visitante,Tarjetas_rojas_Local,Tarjetas_rojas_Visitante,83%(390/470)Pases73%(178/245)_Local,83%(390/470)Pases73%(178/245)_Visitante,20Faltas14_Local,20Faltas14_Visitante,15Córneres1_Local,15Córneres1_Visitante,89%(641/718)Pases84%(213/254)_Local,89%(641/718)Pases84%(213/254)_Visitante,6Faltas18_Local,6Faltas18_Visitante,6Córneres3_Local,6Córneres3_Visitante,0_-_1Gol_en_propia_puerta_Local,0_-_1Gol_en_propia_puerta_Visitante,9'0_-_1GolGuessand_E._Local,9'0_-_1GolGuessand_E._Visitante,Penalti1_-_0_Local,Penalti1_-_0_Visitante,83%(492/596)Pases74%(198/266)_Local,83%(492/596)Pases74%(198/266)_Visitante,10Faltas26_Local,10Faltas26_Visitante,79%(252/321)Pases88%(649/734)_Local,79%(252/321)Pases88%(649/734)_Visitante,13Faltas8_Local,13Faltas8_Visitante,Penalti2_-_0_Local,Penalti2_-_0_Visitante,86%(521/607)Pases84%(345/410)_Local,86%(521/607)Pases84%(345/410)_Visitante,12Faltas14_Local,12Faltas14_Visitante,19Córneres4_Local,19Córneres4_Visitante,86%(445/519)Pases65%(157/240)_Local,86%(445/519)Pases65%(157/240)_Visitante,26Faltas12_Local,26Faltas12_Visitante,14Córneres2_Local,14Córneres2_Visitante,89%(512/574)Pases87%(322/370)_Local,89%(512/574)Pases87%(322/370)_Visitante,7Faltas13_Local,7Faltas13_Visitante,77%(300/392)Pases80%(346/430)_Local,77%(300/392)Pases80%(346/430)_Visitante,18Faltas13_Local,18Faltas13_Visitante,Gol1_-_0_Local,Gol1_-_0_Visitante,1_-_1Gol_Local,1_-_1Gol_Visitante,82%(276/337)Pases85%(383/449)_Local,82%(276/337)Pases85%(383/449)_Visitante,78%(257/330)Pases78%(268/342)_Local,78%(257/330)Pases78%(268/342)_Visitante,18Faltas17_Local,18Faltas17_Visitante,85%(376/440)Pases83%(320/385)_Local,85%(376/440)Pases83%(320/385)_Visitante,19Faltas17_Local,19Faltas17_Visitante,91%(459/504)Pases89%(413/466)_Local,91%(459/504)Pases89%(413/466)_Visitante,19Faltas4_Local,19Faltas4_Visitante,88%(561/636)Pases78%(271/348)_Local,88%(561/636)Pases78%(271/348)_Visitante,24Faltas9_Local,24Faltas9_Visitante,Penalti1_-_2_Local,Penalti1_-_2_Visitante,Penalti_fallado_Local,Penalti_fallado_Visitante,5Córneres4_Local,5Córneres4_Visitante,91%(645/707)Pases80%(297/372)_Local,91%(645/707)Pases80%(297/372)_Visitante,18Faltas4_Local,18Faltas4_Visitante,85%(433/508)Pases67%(172/255)_Local,85%(433/508)Pases67%(172/255)_Visitante,17Faltas16_Local,17Faltas16_Visitante,87%(489/562)Pases68%(158/232)_Local,87%(489/562)Pases68%(158/232)_Visitante,15Faltas13_Local,15Faltas13_Visitante,84%(418/498)Pases89%(458/513)_Local,84%(418/498)Pases89%(458/513)_Visitante,10Faltas13_Local,10Faltas13_Visitante,91%(471/515)Pases82%(229/280)_Local,91%(471/515)Pases82%(229/280)_Visitante,15Faltas12_Local,15Faltas12_Visitante,39'Gol1_-_0Hong_Yun-Sang_Local,39'Gol1_-_0Hong_Yun-Sang_Visitante,1_-_1Penalti_Local,1_-_1Penalti_Visitante,5Córneres6_Local,5Córneres6_Visitante,89%(590/663)Pases85%(352/414)_Local,89%(590/663)Pases85%(352/414)_Visitante,9Faltas18_Local,9Faltas18_Visitante,1Córneres2_Local,1Córneres2_Visitante,86%(459/535)Pases88%(416/473)_Local,86%(459/535)Pases88%(416/473)_Visitante,20Faltas21_Local,20Faltas21_Visitante,90%(507/566)Pases80%(288/360)_Local,90%(507/566)Pases80%(288/360)_Visitante,12Faltas11_Local,12Faltas11_Visitante
04.06.2026 16:00,https://www.flashscore.es/partido/futbol/letonia-A5SfD59o/lituania-6XL3Bqvb/resumen/estadisticas/general/?mid=n3ArLn23,Letonia Sub-19,Lituania Sub-19,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,42%,58%,6,13,3,6,,,1,6,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.06.2026 15:00,https://www.flashscore.es/partido/futbol/kenia-CIAJw1QK/lesotho-fTM4XmgO/resumen/estadisticas/general/?mid=Y7bRh8vf,Lesoto,Kenia,1-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,33%,67%,5,13,1,5,,,3,7,,,3,2,,,4,8,,,,,,,,,,,,,4,4,13,19,,,,,,,,,16,20,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.06.2026 14:00,https://www.flashscore.es/partido/futbol/butan-ze0Gl6S3/camboya-CtLZIDbc/resumen/estadisticas/general/?mid=dWOMzLal,Camboya,Bután,4-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,67%,33%,19,11,12,4,,,11,2,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.06.2026 13:00,https://www.flashscore.es/partido/futbol/maldivas-viclpWjn/pakistan-YDdhqj6h/resumen/estadisticas/general/?mid=h8ettYeJ,Maldivas,Pakistán,0-3Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,41%,59%,8,8,5,3,,,2,7,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.06.2026 13:00,https://www.flashscore.es/partido/futbol/finlandia-hdnPgLGr/ucrania-jcBUOyjC/resumen/estadisticas/general/?mid=QeUSPHXp,Ucrania Sub-18,Finlandia Sub-18,0-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.06.2026 11:00,https://www.flashscore.es/partido/futbol/croacia-dOzawfu5/turquia-S41ewKjm/resumen/estadisticas/general/?mid=rkvZzrtn,Croacia Sub-18,Turquía Sub-18,3-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.06.2026 03:00,https://www.flashscore.es/partido/futbol/corea-del-sur-K6Gs7P6G/el-salvador-8b5z2tKe/resumen/estadisticas/general/?mid=MVBloMFO,Corea del Sur,El Salvador,1-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.15,0.14,72%,28%,15,3,7,0,0,0,8,2,90%(532/588),75%(170/227),4,1,1.80,0.00,4,3,4,0,6,2,9,1,0,0,,,17,5,0,4,22,19,61%(25/41),37%(19/51),83%(166/199),53%(28/53),28%(5/18),0%(0/5),0.90,0.18,14,16,19,22,83%(5/6),100%(8/8),41,35,9,26,6,9,0,0,0,0,0,6,0.00,1.80,0.00,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.06.2026 02:45,https://www.flashscore.es/partido/futbol/panama-OWKqbCfi/republica-dominicana-nB5iYoh5/resumen/estadisticas/general/?mid=As1zNuIa,Panamá,República Dominicana,4-2Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,60%,40%,12,10,5,3,,,6,2,,,1,1,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 20:45,https://www.flashscore.es/partido/futbol/italia-hlKvieGH/luxemburgo-2cnFSaNj/resumen/estadisticas/general/?mid=GxylPgeK,Luxemburgo,Italia,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,0.38,2.10,48%,52%,9,15,1,3,0,2,4,7,85%(346/408),85%(368/434),1,1,0.03,1.12,3,8,5,4,5,12,4,3,0,1,0,1,14,27,0,1,10,13,43%(23/53),67%(28/42),75%(60/80),72%(76/106),20%(3/15),36%(8/22),0.47,2.20,16,18,13,10,44%(8/18),58%(7/12),44,44,17,9,4,8,2,0,0,0,2,1,1.12,0.03,0.12,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 20:45,https://www.flashscore.es/partido/futbol/argelia-nc87N1BR/holanda-WYintcWb/resumen/estadisticas/general/?mid=fqGrfvc5,Países Bajos,Argelia,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,2.19,0.48,52%,48%,17,8,6,2,3,0,6,3,87%(443/510),84%(392/467),,,1.62,0.50,5,2,6,4,10,4,7,4,1,0,,,26,12,2,2,9,11,48%(16/33),53%(33/62),75%(123/163),65%(65/100),19%(3/16),17%(1/6),1.50,1.00,29,19,11,9,50%(7/14),59%(10/17),34,40,17,21,9,7,1,3,0,0,1,6,0.50,1.62,-0.50,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 20:45,https://www.flashscore.es/partido/futbol/nigeria-EBE2Xb3l/polonia-2HzmcynI/resumen/estadisticas/general/?mid=0Yx41h7c,Polonia,Nigeria,2-2Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,49%,51%,14,10,9,5,,,5,2,84%(418/498),89%(458/513),2,2,,,3,3,2,2,,,,,,,,,,,1,0,14,9,,,,,,,,,23,13,10,13,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pases,23Saques de banda13,Defensa,11Despejes15,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 20:30,https://www.flashscore.es/partido/futbol/irlanda-del-norte-GjisHJU5/portugal-WKQ6YIqa/resumen/estadisticas/general/?mid=GhNMfWyJ,Portugal Sub-21,Irlanda del Norte Sub-21,4-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,75%,25%,15,1,8,1,,,10,3,,,1,0,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 20:00,https://www.flashscore.es/partido/futbol/albania-ELP2K4oB/israel-rqK1ypob/resumen/estadisticas/general/?mid=tnTcKaF7,Albania,Israel,0-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,1.08,1.07,59%,41%,13,11,0,3,1,1,7,2,90%(595/658),88%(409/465),1,1,0.00,0.54,7,7,6,1,7,7,6,4,0,1,,,24,18,1,1,8,7,68%(41/60),33%(10/30),82%(146/179),73%(46/63),13%(3/24),22%(2/9),0.95,0.32,22,8,7,8,75%(9/12),81%(17/21),33,38,11,26,8,13,0,0,0,0,2,0,0.54,0.00,-0.46,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 20:00,https://www.flashscore.es/partido/futbol/dinamarca-0KUdxQVi/rd-congo-phn9mm8H/resumen/estadisticas/general/?mid=K0OFPazG,RD Congo,Dinamarca,0-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,0.83,0.81,43%,57%,8,12,4,3,1,1,4,4,84%(374/445),89%(536/600),0,1,1.05,0.72,2,6,2,3,4,5,4,7,0,3,,,13,22,0,1,7,9,40%(21/52),43%(16/37),72%(73/102),81%(154/191),12%(2/17),6%(1/17),0.55,1.41,14,17,9,7,63%(5/8),75%(9/12),32,26,19,15,10,12,0,0,0,0,3,4,0.72,1.05,0.72,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 19:00,https://www.flashscore.es/partido/futbol/gibraltar-CEihsqe7/islas-virgenes-britanicas-dxuXzl8n/resumen/estadisticas/general/?mid=2mtNOcug,Gibraltar,Islas Vírgenes Británicas,4-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,60%,40%,20,5,8,0,,,2,3,91%(471/515),82%(229/280),0,2,,,11,2,1,3,,,,,,,,,,,4,1,13,20,,,,,,,,,16,20,15,12,,,,,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pases,16Saques de banda20,Defensa,11Despejes8,,,,,,,,,,,,,,,,,,,,
03.06.2026 19:00,https://www.flashscore.es/partido/futbol/kosovo-GSciy3HM/turquia-fqRIB66S/resumen/estadisticas/general/?mid=d0OjQarI,Turquía Sub-21,Kosovo Sub-21,1-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,58%,42%,8,10,5,6,,,8,2,,,1,1,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 17:30,https://www.flashscore.es/partido/futbol/catar-GEEuPVTi/croacia-O4bTNsNP/resumen/estadisticas/general/?mid=UHIb0z8s,Croacia Sub-21,Catar Sub-23,2-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,50%,50%,19,5,7,2,,,9,3,,,0,2,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 17:00,https://www.flashscore.es/partido/futbol/catar-Ys2Mm9XC/suecia-tj6mRuo6/resumen/estadisticas/general/?mid=E92ZCyg3,Suecia Sub-18,Catar Sub-20,6-2Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 16:00,https://www.flashscore.es/partido/futbol/bahrein-2s28jSci/kirguistan-SKJZJamg/resumen/estadisticas/general/?mid=n3AmkY0d,Kirguistán Sub-20,Bahréin Sub-20,4-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 15:00,https://www.flashscore.es/partido/futbol/republica-checa-CMf9Rw6g/rumania-WQOFFX9C/resumen/estadisticas/general/?mid=OSukXauB,República Checa Sub-18,Rumanía Sub-18,3-0Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 13:30,https://www.flashscore.es/partido/futbol/filipinas-UentCdsm/guam-UggPnpcG/resumen/estadisticas/general/?mid=2Jr7PLmg,Filipinas,Guam,5-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,66%,34%,17,5,10,2,,,6,1,,,1,3,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.06.2026 13:00,https://www.flashscore.es/partido/futbol/corea-del-sur-2XDKedgb/emiratos-arabes-unidos-88mfeE0h/resumen/estadisticas/general/?mid=OdT969fD,Corea del Sur Sub-23,Emiratos Árabes Unidos Sub-23,1-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 - 1,45+3'1 - 1PenaltiHazim Mohammad(Penalti),45+3',(Penalti),,,,,,,,,,,,,,,,
03.06.2026 13:00,https://www.flashscore.es/partido/futbol/kirguistan-SYF3M1AS/thailand-zchuuC0a/resumen/estadisticas/general/?mid=nN0sBFNF,Tailandia Sub-23,Kirguistán Sub-23,1-1Finalizado,,,,,,,,,BundesligaLaLiga EA SportsLaLiga HypermotionCopa del ReySupercopaLigue 1Premier LeagueSerie AEredivisieEurocopa,Champions LeagueEuropa LeagueConference LeagueUEFA Nations LeagueCampeonato del Mundo,checkbox label label,checkbox label label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
